city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,монтаж оборудования,монтаж инженерных систем,настройка сетевых подключений,системы видеонаблюдения,электрические системы и слаботочные системы,прокладка кабелей,пользователь пк,производство строительно-монтажных работ,слаботочные системы,работа в команде,other
Екатеринбург,TelecomBOX,2019-12-10T12:00:01+0300,"  Обязанности:    Монтаж слаботочных систем, СКУД, СКС, видеонаблюдения‚ охранной пожарной сигнализации;   Электромонтажные работы;   Прокладка сетей внутреннего электроснабжения и слаботочных сетей;   Прокладка кабеля;   Монтаж слаботочных лотков;   Расключение патч-панелей и иного коммутирующего оборудования;   Сборка коммуникационных шкафов;   Участие в пусконаладочных работах слаботочных систем;   Техническое обслуживание;   Установка оборудования.    Требования:    Опыт работы по монтажу слаботочных систем от 2-х лет   Умение работать с технической документацией;   Опыт работы с электроинструментом;   Знание базовых требований по ЭБ и ТБ;   Наличие допусков и разрешений приветствуется.    Условия работы у нас:    Официальная заработная плата (оклад + сдельная оплата труда) на руки 40000 - 80000 руб/мес;   Обеспечение необходимым для работы инструментом и спецодеждой;   Обучение за счет компании;   Офис/склад находится рядом со ст. метро «Проспект Космонавтов»   Работа/Подключения Уралмаш Эльмаш Сортировка ",Полная занятость,Полный день,От 1 года до 3 лет,|Системы видеонаблюдения|Монтаж инженерных систем|Электрические системы и слаботочные системы|Прокладка кабелей|Инженерные системы,3.0,80000.0,1.0,40000.0,монтажник связи,Опыт работы по монтажу слаботочных систем от 2-х лет. Умение работать с технической документацией. Опыт работы с электроинструментом. ,"Монтаж слаботочных систем, СКУД, СКС, видеонаблюдения‚ охранной пожарной сигнализации. Электромонтажные работы. Прокладка сетей внутреннего электроснабжения и слаботочных сетей. Прокладка кабеля. ",0.1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
Екатеринбург,СК ИНТЕГ,2019-12-02T14:50:37+0300," Обязанности:     Монтаж слаботочных систем (ОПС, СКУД, СС, СОТ).     Требования:     Наличие высшего или средне специального образования;   Опыт работы от 3х лет по специальности;   Знание нормативной документации;   Умение работать с проектной документацией.     Условия:     Официальное трудоустройство ТК РФ;   График работы: пятидневная рабочая неделя;   Место работы: Свердловская обл.;   Оплата ГСМ;   З/П от 35000 руб.+ премии.   ",Полная занятость,Полный день,От 3 до 6 лет,|Проектная документация|Инженерные системы|Мобильность,6.0,71666.66666666669,3.0,35000.0,монтажник слаботочных систем,Наличие высшего или средне специального образования. Опыт работы от 3х лет по специальности. Знание нормативной документации. Умение работать с...,"Монтаж слаботочных систем (ОПС, СКУД, СС, СОТ).",0.36666666666666664,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,НВБС,2019-12-06T12:20:42+0300,"  Энвижн Бизнес Салюшнс (АО «НВБС») - одна из крупнейших сервисных компаний России в области ИТ и Телеком.    С 2012 года мы накапливаем опыт реализации масштабных аутсорсинговых проектов, охватывая почти всю территорию России - представительства от Южно-Сахалинска до Калининграда, выполняем сложные информационно-коммуникационные проекты федерального уровня полностью своими силами.   В нашей компании работает более 2500 высококвалифицированных специалистов, благодаря которым мы хорошо подкованы в технических, финансовых, юридических и социологических аспектах процессов перехода на модель аутсорсинга, присущих российскому рынку.   Если Вы стремитесь раскрыть свой потенциал в крупной динамично развивающейся компании с интересными проектами, обладаете нужными нам компетенциями и навыками – присоединяйтесь к нашей дружной команде профессионалов!        Обязанности:      Обеспечение бесперебойной работы сети;   Устранение аварий;   Устранение неисправностей сетевого оборудования;   Замена сетевого оборудования;   Строительно-монтажные работы.     Требования:     Знание топологий сетей;   Понимание принципов работы сетевого оборудования;   Навык работы с ВОЛС.     Условия:     Оформление по ТК РФ, &quot;белая&quot; заработная плата;   Оплата мобильной связи;   Возможность профессионального развития в крупнейшей сервисной компании России в области IT и Телеком.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71666.66666666669,1.0,43666.66666666666,монтажник группы ремонта районных сетей,Знание топологий сетей. Понимание принципов работы сетевого оборудования. Навык работы с ВОЛС.,Обеспечение бесперебойной работы сети. Устранение аварий. Устранение неисправностей сетевого оборудования. Замена сетевого оборудования. Строительно-монтажные работы.,0.23333333333333334,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Уральская горно-металлургическая компания,2019-11-20T09:38:27+0300," ООО &quot;УГМК Телеком &quot; приглашает к сотрудничеству  Монтажника слаботочных систем     Обязанности:      Прокладка слаботочных сетей на объектах кап.строительства   Установка и наладка оборудования   Чтение проектной документации   Формирование отчетности     Требования:     Образование: высшее техническое, среднее техническое;   Опыт работы в должности обязателен;   Ответственность, пунктуальность, грамотность;     Условия:     Трудоустройство согласно ТК РФ;   График работы: пятидневная рабочая неделя с 8:00 до 17:00   заработная плата: оклад + бонусы за успешную реализацию проектов, обсуждается на собеседовании   Возможность карьерного роста и профессионального развития   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,45000.0,1.0,39000.0,монтажник слаботочных систем,"Образование: высшее техническое, среднее техническое. Опыт работы в должности обязателен. Ответственность, пунктуальность, грамотность.",Прокладка слаботочных сетей на объектах кап.строительства. Установка и наладка оборудования. Чтение проектной документации. Формирование отчетности.,0.7666666666666667,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"К Телеком,ООО",2019-11-26T18:33:33+0300,"   Ты еще не знаешь о нас? Тогда немного о нашей Компании…     Компания «К Телеком» на телекоммуникационном рынке уже более 10 лет, мы предоставляем свои услуги в более чем 80-ти городах Свердловской, Челябинской областях и Пермском крае. Более 90 000 абонентов пользуются нашими услугами, более 500 сотрудников работают в нашей Компании.     Какие услуги предоставляет наша Компания?       высокоскоростной безлимитный интернет;   местная, внутризоновая, междугородная и международная телефонная связь;   виртуальная АТС;   организация виртуальных частей сетей (VPN);   Wi-Fi Hot Spot;   «умное» видеонаблюдение;   программное обеспечение: Облачная 1С, антивирус;   Co-location (размещение оборудования).       В каком коллективе ты будешь работать?     Средний возраст сотрудников Компании 30 лет, соотношение мужчин и женщин 80% к 20%. Мы молоды, активны, инициативны, мы фонтанируем идеями и воплощаем их в реальность. Мы умеем не только хорошо и много работать, но и любим совместно отдыхать. Ключевыми компетенциями для нас являются наличие образованности, готовность обучаться и постоянно расти вместе с Компанией.     Чем предстоит заниматься?       монтаж волоконно оптических линий связи;   монтаж СКС;   монтаж телекоммуникационного оборудования;   выполнение работ по технической эксплуатации волоконно оптической линии связи, сети СКС;   подключение телекоммуникационного оборудования к электросети 0,2 кВт.      Что мы ожидаем от кандидата?      наличие знаний и опыта работы по сварке ВОЛС (приветствуется);   опыт по сварке ВОЛС будет преимущественно;   отсутствие медицинских противопоказаний по работе на высоте (обязательно).       Почему именно МЫ?      Работая в нашей компании, Ты получаешь      Официальное трудоустройство согласно ТК РФ;   Официальный и стабильный доход (сдельная оплата труда);   Пятидневную рабочую неделю с 08:00 до 17:00 (СБ и ВС -выходной);   Компенсацию питания;   Работу в молодом и дружном коллективе;   Возможность профессионального и карьерного роста и возможность реализации своих идей.       Где Ты будешь работать?     В современном комфортабельном офисе в Пионерском районе (ост. &quot;Современник&quot;)   Также на территории офиса имеется бесплатная охраняемая парковка     Работа разъездного характера, ГСМ оплачиваем   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71666.66666666669,1.0,35000.0,монтажник волс и лкс,Наличие знаний и опыта работы по сварке ВОЛС (приветствуется). Опыт по сварке ВОЛС будет преимущественно. Отсутствие медицинских противопоказаний по работе...,"Высокоскоростной безлимитный интернет. Местная, внутризоновая, междугородная и международная телефонная связь. Виртуальная АТС. Организация виртуальных частей сетей (VPN). Wi-Fi Hot...",0.5666666666666667,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,ТС+,2019-11-19T06:26:10+0300,"  Обязанности:       выполнение работ по монтажу слаботочных систем и систем электроснабжения.      Требования:       опыт работы по специальности;   наличие среднего специального образования;   знание технологий монтажа;   знание конструктивных особенностей‚ условий эксплуатации;   умение читать рабочие чертежи, электрические схемы, спецификации монтируемого оборудования и кабельной продукции;   умение пользоваться ручным и механизированным инструментом      Условия:       трудоустройство по ТК РФ;   готовность в командировкам (работа по РФ);   предоставление спецодежды 1раз в год;   предоставление инструмента;   оплата всех транспортных расходов.   ",Полная занятость,Вахтовый метод,От 1 года до 3 лет,,3.0,80000.0,1.0,43666.66666666666,монтажник слаботочных систем,Опыт работы по специальности. Наличие среднего специального образования. Знание технологий монтажа. Знание конструктивных особенностей‚ условий эксплуатации. Умение читать рабочие чертежи...,Выполнение работ по монтажу слаботочных систем и систем электроснабжения.,0.8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Системы Комплексной Безопасности,2019-11-27T10:46:10+0300,"  Для работы в городе Екатеринбург  требуется монтажник для проведения инсталляций. (оператор связи ПАО &quot;Ростелеком&quot;).    Работа в всех районах города.         Условия:      трудоустройство по договору ГПХ,   молодой, энергичный коллектив,    разъездной характер работы ,    выплата заработной платы 2 раза в месяц.           Требование к кандидатам:      ответственность, честность,   требуется навык работы с компьютерной техникой, настройки беспроводного и проводного коммуникационного оборудования,   коммуникабельность,          В обязанности входит:      выезд к абонентам ПАО &quot;Ростелеком&quot; в оговоренное время,   выполнение работ согласно технологической инструкции,   регулярные визиты в офис для отчета по выполненным заявкам и получения необходимого для работы оборудования и материалов.       ",Полная занятость,Полный день,Нет опыта,|Производство строительно-монтажных работ|подключение интернета|монтаж СКС,,65000.0,,35000.0,монтажник,"Ответственность, честность. Требуется навык работы с компьютерной техникой, настройки беспроводного и проводного коммуникационного оборудования. Коммуникабельность.",Выезд к абонентам ПАО &quot;Ростелеком&quot; в оговоренное время. Выполнение работ согласно технологической инструкции. Регулярные визиты в офис для отчета по...,0.5333333333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Екатеринбург,Домокон,2019-12-11T05:04:30+0300,"  Примем на работу монтажников следующих направлений:      изделия из ПВХ;   алюминиевые конструкции;   натяжные потолки;   двери.      Условия:  оплата монтажа сдельная, расходные материалы за счет организации, компенсация ГСМ, доставка изделий на адрес осуществляется грузчиками, объем работы постоянный, возможна подработка!!!    Требования:   опыт работы обязателен.    Обязанности:   установка изделий различного уровня сложности, работа с физ.лицами. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71666.66666666669,1.0,70000.0,монтажник натяжных потолков,Опыт работы обязателен.,"Изделия из ПВХ. Алюминиевые конструкции. Натяжные потолки. Двери. Установка изделий различного уровня сложности, работа с физ.лицами.",0.06666666666666667,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Новые коммуникации,2019-12-09T19:58:54+0300, Обязанности:     Затяжка кабеля в кабельную канализацию   Укладка кабеля в грунт   Монтаж кабеля по зданиям / сооружениям   Подвес кабеля по опорам / между зданиями     Требования:     Опыт работы с оптическим кабелем   Умение работать в коллективе   Ответственность     Условия:     Заработная плата от 35000 руб. в мес.   Сдельная система оплаты труда   Ненормированный рабочий день   ,Полная занятость,Полный день,От 1 года до 3 лет,,3.0,58750.0,1.0,35000.0,монтажник связи,Опыт работы с оптическим кабелем. Умение работать в коллективе. Ответственность.,Затяжка кабеля в кабельную канализацию. Укладка кабеля в грунт. Монтаж кабеля по зданиям / сооружениям. Подвес кабеля по опорам / между зданиями.,0.13333333333333333,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Трест Связьстрой - 6,2019-11-24T10:46:46+0300,"  Обязанности :     Монтаж оборудования связи.   Монтаж СКС      Требования :     С опытом работы от 1-го года.   Желательно иметь профильное образование      Условия :     Официальное трудоустройство в соответствии с ТК РФ.          ОАО «Трест «Связьстрой-6»  одна из самых крупных строительных компаний России на рынке строительства телекоммуникаций, которая уже более 45 лет удерживает лидирующие позиции и является одним из ведущих подрядчиков по строительству сетей и сооружений связи на территории от Урала до Дальнего Востока. Особенностью нашей компании является то, что мы предлагаем весь комплекс работ, начиная от проектирования до сдачи объекта под «ключ». ОАО «Трест «Связьстрой-6» образовано в 1993 году. Оно является правопреемником государственного строительно-монтажного треста «Связьстрой-6», созданного в 1965 году. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,58750.0,1.0,33333.333333333336,монтажник связи,С опытом работы от 1-го года. Желательно иметь профильное образование.,Монтаж оборудования связи. Монтаж СКС.,0.6333333333333333,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Бронда,2019-11-27T08:06:24+0300," Обязанности:     Прокладка кабельных линий   Монтаж и настройка оборудования     Требования:     Желание и готовность работать, в том числе и в сложных условиях.   Понимание принципов построения систем видеонаблюдения и электроосвещения.   Пунктуальность, честность, ответственность.     Условия:     Сдельная оплата труда за каждый объект. В среднем около 2000-3000 р/день.   ",Частичная занятость,Гибкий график,Нет опыта,,,50000.0,,25000.0,монтажник систем видеонаблюдения электромонтажник,"Желание и готовность работать, в том числе и в сложных условиях. Понимание принципов построения систем видеонаблюдения и электроосвещения. ",Прокладка кабельных линий. Монтаж и настройка оборудования.,0.5333333333333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Новосибирск,Сибирский Медведь,2019-12-04T08:53:47+0300,"  Обязанности : Монтаж абонентских линий связи в частном секторе (технология GEPON) Ремонт абонентских линий связи Установка и настройка абонентского оборудования (GEPON терминалы, IPTV STB, Роутеры)   Требования : Навыки работы с оптическим кабелем. Навыки работ на опорных сооружениях (столбы, опоры) Обязательно наличие опыта работы в данной сфере от полугода. Навыки работы перфоратором и другим инструментом. Минимальные знания о работе OC, Роутеров, Приставок.... Знание и навык работы в сети Интернет Умение общаться с абонентами. Ответственность и пунктуальность.     Условия : Стабильная заработная плата. Карьерный рост    ВАЖНО: Нужны трудолюбивые и ответственные ",Полная занятость,Полный день,От 1 года до 3 лет,|Настройка сетевых подключений|Сборка ПК|Настройка ПО|Пользователь ПК|Настройка ПК,3.0,58750.0,1.0,35000.0,монтажник подключений,"Навыки работы с оптическим кабелем. Навыки работ на опорных сооружениях (столбы, опоры). Обязательно наличие опыта работы в данной сфере от...",Монтаж абонентских линий связи в частном секторе (технология GEPON). Ремонт абонентских линий связи. Установка и настройка абонентского оборудования (GEPON терминалы...,0.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Новосибирск,Системы Комплексной Безопасности,2019-11-21T12:17:30+0300,"  Для работы в городе Новосибирск и Новосибирской   области  требуется монтажник для проведения инсталляций по технологии PON в многоквартирных домах и в частном секторе.    Работа в всех районах города.         Условия:      трудоустройство по договору ГПХ,   молодой, энергичный коллектив,    разъездной характер работы ,    выплата заработной платы 2 раза в месяц.           Требование к кандидатам:      ответственность, честность,   требуется навык работы с компьютерной техникой, настройки беспроводного и проводного коммуникационного оборудования,   коммуникабельность,          В обязанности входит:      выезд к абонентам ПАО &quot;Ростелеком&quot; в оговоренное время,   выполнение работ согласно технологической инструкции,   регулярные визиты в офис для отчета по выполненным заявкам и получения необходимого для работы оборудования и материалов.       ",Полная занятость,Полный день,Нет опыта,|Производство строительно-монтажных работ|подключение интернета|монтаж СКС,,65000.0,,45000.0,монтажник связи,"Ответственность, честность. Требуется навык работы с компьютерной техникой, настройки беспроводного и проводного коммуникационного оборудования. Коммуникабельность.",Выезд к абонентам ПАО &quot;Ростелеком&quot; в оговоренное время. Выполнение работ согласно технологической инструкции. Регулярные визиты в офис для отчета по...,0.7333333333333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Новосибирск,Айтикс,2019-12-04T12:06:33+0300," Компания Айтикс- осуществляет полный цикл разработки, проектирования и предоставления информационно-технологических и инженерных услуг, в том числе техническую поддержку и обслуживание ИТ-оборудования и инженерных систем, ИТ-аутсорсинг, внедрение и поддержка приложений и операционных систем       В связи с расширением и развитием бизнеса нам требуется специалист по монтажу СКС, Видеонаблюдения ,СКУД    Обязанности:    Монтаж систем видеонаблюдения Монтаж систем контроля доступа Прокладка кабельных линий Монтаж и настройка оборудования Взаимодействие с представителями Заказчика   Требования:   Опыт в монтаже систем видеонаблюдения и настройке сетевого оборудования обязателен! Желание работать, в том числе и в сложных условиях. Ответственность, исполнительность        Условия работы:      Нормированный рабочий день с 9:00 до 18:00 (сб., вс. - выходной). Обед в удобное для Вас время;   официальное трудоустройство;   Дружный коллектив, обучение, возможность роста;   Офис находится рядом с Пл Калинина (метро Заельцовская) – ул. Красный проспект   Своевременную выплату заработной платы – 2 раза в месяц;   ",Полная занятость,Полный день,От 1 года до 3 лет,|Монтаж инженерных систем|Инженерные системы|Строительство|строительно-монтажные работы|Пуско-наладочные работы|Электрические системы и слаботочные системы|Системы охранно-тревожной сигнализации|Настройка сетевых подключений|Системы видеонаблюдения|Производство пусконаладочных работ|Техническое обслуживание,3.0,70000.0,1.0,30000.0,монтажник видеонаблюдения слаботочных систем,"Опыт в монтаже систем видеонаблюдения и настройке сетевого оборудования обязателен! Желание работать, в том числе и в сложных условиях. ","Компания Айтикс- осуществляет полный цикл разработки, проектирования и предоставления информационно-технологических и инженерных услуг, в том числе техническую поддержку и...",0.3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1
Новосибирск,Сибирский Бит,2019-11-15T13:50:36+0300," Обязанности:       прокладка кабеля по опорам;       строительство GPON;       монтаж антенн;       подключение абонентов;       настройка абонентского оборудования ( компьютер, приставка, маршрутизатор, SmartTV телевизор)       Требования:       опыт работы в области связи;       умения работать с витой парой;       уверенный пользователь пк.       Условия:       обучение;       полное обеспечение материалами и интструментами;       компенсация ГСМ;       компенсация мобильной связи.     ",Полная занятость,Полный день,От 1 года до 3 лет,|Настройка сетевых подключений|Прокладка кабелей|Настройка ПК|Монтаж оборудования,3.0,50000.0,1.0,30000.0,монтажник связи,Опыт работы в области связи. Умения работать с витой парой. Уверенный пользователь пк.,"Прокладка кабеля по опорам. Строительство GPON. Монтаж антенн. Подключение абонентов. Настройка абонентского оборудования ( компьютер, приставка, маршрутизатор, SmartTV телевизор).",0.9333333333333333,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
Новосибирск,Связьэнергосервис,2019-11-30T08:54:43+0300," Обязанности:     Полный цикл СМР базовых станций сотовой связи   Модернизация оборудования сотовой связи   Объекты: башни, столбы, крыши     Требования:     опыт работы в монтаже АМС,фундаментов,аппаратных, АФУ, РРЛ   Наличие удостоверений, допусков желательно     Условия:     Сдельная оплата труда обсуждается на собеседовании. Возможно трудоустройство   ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,58750.0,1.0,33333.333333333336,монтажник оборудования сотовой связи амс афу,"Опыт работы в монтаже АМС,фундаментов,аппаратных, АФУ, РРЛ. Наличие удостоверений, допусков желательно.","Полный цикл СМР базовых станций сотовой связи. Модернизация оборудования сотовой связи. Объекты: башни, столбы, крыши.",0.43333333333333335,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,НВБС,2019-12-10T16:03:36+0300," Обязанности:    АО «НВБС» – одна из крупнейших сервисных компаний России в области ИТ и Телеком – ищет кандидатов на должность монтажников. Мы помогаем войти в мир Интернета и качественного телевидения. Вакансия для тех, кто хочет и может хорошо работать и зарабатывать!     Обязанности:      Предоставление качественного клиентского сервиса;   Подключение абонентов к домашнему интернету (монтаж кабеля от шкафа оператора до квартиры клиента, настройка оборудования WiFi и приставок IPTV);   Выполнение абонентских заявок (восстановление сервиса, настройка компьютера);   Устранение аварий и выполнение плановых работ.     Требования:     Образование от среднего;   Опыт работы – не имеет значения;   Желательно знание принципов настройки клиентского оборудования (роутер, WiFi);   Приветствуется опыт работы в монтаже слаботочных систем.     Условия:     Мотивация: сдельная, возможность дополнительного заработка;   Официальное трудоустройство;   Стабильная выплата заработной платы на карту (полностью белая) :   График работы: 5/2, скользящие выходные дни;   Полная занятость, разъездной характер работы, работа рядом с домом;   Возможность профессионального развития в крупнейшей сервисной компании России в области IT и Телеком;   Оплата мобильной связи;   Фирменная спецодежда и предоставление инструмента;   Дружный коллектив.   ",Полная занятость,Полный день,Нет опыта,,,40000.0,,34000.0,монтажник,"Образование от среднего. Опыт работы – не имеет значения. Желательно знание принципов настройки клиентского оборудования (роутер, WiFi). Приветствуется опыт работы в...","Предоставление качественного клиентского сервиса. Подключение абонентов к домашнему интернету (монтаж кабеля от шкафа оператора до квартиры клиента, настройка оборудования WiFi...",0.1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Параллакс,2019-12-12T14:54:53+0300,"  Обязанности:    Выполнение монтажных работ по слаботочным системам:   - Охранно-пожарных сигнализаций   - Систем видеонаблюдения   - Систем контроля доступа   - Компьютерных сетей: СКС, ЛВС   - Автоматическое дымоудаление   - Прочие кабельные системы    Требования:    - Образование среднее, средне-специальное.   - Знание основных принципов построения слаботочных сетей, правил монтажа и спецификации слаботочных и электрических сетей   - Знание основных правил и норм техники безопасности   - Умение разбираться в технической документации   - Умение работать с проектной документацией (схемы, планы, чертежи)   - Отсутствие ограничений и боязни работ на высоте до 10м.   - Опыт работы не менее 3-х лет иметь опыт работы с оборудованием Болид, Inter-M и др.    Условия:    1. Официальное трудоустройство   2. Соц.пакет   3.Работа в Казани     ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,40000.0,1.0,32250.0,монтажник слаботочных систем,"Образование среднее, средне-специальное. - Знание основных принципов построения слаботочных сетей, правил монтажа и спецификации слаботочных и электрических сетей. - ","Выполнение монтажных работ по слаботочным системам: - Охранно-пожарных сигнализаций. - Систем видеонаблюдения. - Систем контроля доступа. - Компьютерных сетей: СКС, ЛВС. - Автоматическое дымоудаление. - ",0.03333333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Скайнет,2019-12-13T15:44:28+0300," Чем Вы будете заниматься:   строительством ДРС (домовой распределительной сети); наладкой слаботочных сетей, ВОЛС, сетей внутреннего электроснабжения жилых домов, зданий и сооружений, видеонаблюдения;   Мы ждём от Вас:   техническое образование, отсутствие противопоказаний к выполнению работ на высоте, инициативность, умение работать в команде. Приветствуются знания по электромонтажу до и выше 1000 В, монтажу электроснабжения, опыт работы по прокладке кабелей связи и силовых кабелей, навыки строительства ДРС   Условия:     Страхование для сотрудника   Оплата сотовой связи   Компенсация проезда и ГСМ   Предоставление форменной/спецодежды   Оплата по результатам собеседования,от 35000р, работа в бригаде   ",Полная занятость,Полный день,Нет опыта,,,40000.0,,35000.0,монтажник оптического кабеля,"Техническое образование, отсутствие противопоказаний к выполнению работ на высоте, инициативность, умение работать в команде. Приветствуются знания по электромонтажу до и...","Строительством ДРС (домовой распределительной сети). Наладкой слаботочных сетей, ВОЛС, сетей внутреннего электроснабжения жилых домов, зданий и сооружений, видеонаблюдения.",0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Казань,Континент,2019-12-05T10:30:34+0300,"  Обязанности:      Монтаж и установка систем видеонаблюдения, СКУД, турникетов;   Кабельные работы;   Домофония.     Требования:     Образование не ниже средне-специального;   Опыт работы от 1 года в слаботочных системах;   Опыт монтажа СКС, СКУД, БГС, домофонов;   Умение работать с IP-оборудованием (регистратор, камера, ПК);   Высокая мобильность, готовность к командировкам.     Условия:     Работа в крупной, стабильной, динамично развивающейся компании;   Заработная плата 30 000 руб. на испытательном сроке (3 мес.), 35 000 руб. - после него, стабильно выплачивается 2 раза в месяц;   График работы пн-пт с 9:00 до 18:00;   Компенсация ГСМ, командировочные;   Корпоративная мобильная связь;   Центральный офис на территории Технополиса &quot;Химград&quot;;   Молодой, дружный коллектив.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Контроль исполнения  решений|Монтаж оборудования|Монтаж инженерных систем|Пользователь ПК|Мобильность,3.0,35000.0,1.0,30000.0,монтажник слаботочных систем,"Образование не ниже средне-специального. Опыт работы от 1 года в слаботочных системах. Опыт монтажа СКС, СКУД, БГС, домофонов. ","Монтаж и установка систем видеонаблюдения, СКУД, турникетов. Кабельные работы. Домофония.",0.26666666666666666,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
Казань,Контакт Энерго,2019-12-12T16:28:46+0300," Основное направление организации проектирование, строительство, модернизация, ремонт и тех. обслуживание электросетей и систем 0,4-220кВ, а также слаботочных сетей и систем        Обязанности:      Обследование -выездная работа , выполняемая для определения технической возможности подключения клиента к услугам связи ПАО &quot;Ростелеком&quot;.   Выполнение простых и сложных работ при сооружении воздушных линий свзяи.   Монтажные работы широкополосного доступа в информационно-телекоммуникационную сеть &quot;Интернет&quot;.   Монтаж &quot;FTTh&quot; -технология построения сети доступа , при которой волоконно-оптический кабель прокладывается до офиса Абонента (+сварка ОВ).   Монтаж &quot;FTTb&quot;-технология построения сети доступа , при которой волоконно-оптический кабель прокладывается до здания , в здании устанавливается активное оборудование и распределительная сеть от активного оборудования по зданию выполняется многожильным медным кабелем.   Монтаж &quot;PON(Passive Optical Network)&quot; -технология пассивных оптических сетей,термин , обозначающий технологии построения сети доступа, при которой оптический кабель прокладывается непосредственно до абонентского устройства.   Монтаж видеонаблюдения наружного и внутреннего .   Монтаж линий связи по GSM- телефон для предоставления абонентам услуги местной телефонной связи по технологии GSM.   Сварочные работы волоконно-оптического кабеля.     Требования:     Профессиональное средне специальное образование.   Опыт работы не менее 1 года.   Умение читать монтажные схемы.   Внимательность,оперативность, коммуникабельность, ответственность, исполнительность в работе     Условия:     Трудоустройство по ТК РФ.   Стабильная своевременная заработная плата (от 30000 до 45000 рублей). По результатам собеседования.   Обеспечение рабочей спец одеждой , инструментом и оборудованием.   Компенсация сотовой связи.   График работы 5/2 с 8:00 до 17:00   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,45000.0,1.0,30000.0,монтажник слаботочных сетей сварщик оптоволокна,"Профессиональное средне специальное образование. Опыт работы не менее 1 года. Умение читать монтажные схемы. Внимательность,оперативность, коммуникабельность, ответственность, исполнительность в...","Обследование -выездная работа , выполняемая для определения технической возможности подключения клиента к услугам связи ПАО &quot;Ростелеком&quot;. Выполнение простых и сложных работ...",0.03333333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
